Player,Picture,Squad,Squad_picture,Pos,DPos,contribution,Annual Wages,Squad Annual Wages,Con_color,Con_longitude,Pos_Order,DPos_Order,90s,Aerials Won %,Blocks Contribution,Clearance Contribution,Interception Contribution,Pass Completion %,Crosses Completed,Progressive Carries,Tackles Contribution,Touches in Attacking Third,Carries into Final Third,Ball Recoveries,Progressive Passes,Key Passes,Tackles Won,Shot-Creating Actions,xA,Assists,Goals,Progressive Passes Received,xG,xG-G,all_con%,all_latitude,all_longitude,Clean Sheets Contribution,Launch %,PSxG-GA,Pass Completion Contribution,Save%,posrank,dposrank,allposrank,alldposrank
Ali Al Hamadi,https://fbref.com/req/202302030/images/headshots/8450467d_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74094de.png,FW,ST,0.543,635051,45209002,11.41597622,20.31511901,1,1,1.5,,,,,,,,,,3,,,,,,,0,0,14,0.4,-0.4,,,,,,,,,7,3,104,39
George Hirst,https://fbref.com/req/202302030/images/headshots/78e87179_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74095de.png,FW,ST,0.812,1746391,45209002,17.49696157,31.13643983,1,1,4.1,,,,,,,,,,1,,,,,,,1,2,23,1.2,0.8,,,,,,,,,5,2,66,23
Liam Delap,https://fbref.com/req/202302030/images/headshots/dd897ee7_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74096de.png,FW,ST,1.742,1270102,45209002,38.52044253,68.54844117,1,1,26,,,,,,,,,,42,,,,,,,2,12,101,9,3,,,,,,,,,1,1,8,3
Jack Clarke,https://fbref.com/req/202302030/images/headshots/e16932d8_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74097de.png,FW,LW,0.75,1587628,45209002,16.09539618,72.65306122,1,2,10.7,,,,,,,,,,17,,,,,,,4,0,47,1,-1,,,,,,,,,6,1,74,25
Nathan Broadhead,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74098de.png,FW,LW,0.502,381031,45209002,10.48913459,47.34693878,1,2,6.7,,,,,,,,,,14,,,,,,,0,1,27,1.5,-0.5,,,,,,,,,8,2,106,33
Chiedozie Ogbene,https://fbref.com/req/202302030/images/headshots/788c0277_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74099de.png,FW,RW,0.204,1587628,45209002,3.752578322,18.1255687,1,3,2.6,,,,,,,,,,2,,,,,,,0,0,15,0,0,,,,,,,,,9,2,131,31
Omari Hutchinson,https://fbref.com/req/202302030/images/headshots/bd9553e6_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74100de.png,FW,RW,0.971,381031,45209002,21.09129864,101.8744313,1,3,24.7,,,,,,,,,,35,,,,,,,2,3,131,2.3,0.7,,,,,,,,,3,1,48,11
Jack Taylor,https://fbref.com/req/202302030/images/headshots/48eed8d5_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74101de.png,MF,CM,1.686,635051,45209002,23.70236614,56.47086227,2,1,6.2,,,,,,,,,,8,,37,5,,18,0.7,,,,,,,,,,,,,,1,1,35,12
Jens Cajuste,https://fbref.com/req/202302030/images/headshots/928a4a61_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74102de.png,MF,CM,1.414,2404734,45209002,20.5490796,48.95816042,2,1,18.8,,,,,,,,,,20,,45,11,,30,0.6,,,,,,,,,,,,,,2,2,46,17
Massimo Luongo,https://fbref.com/req/202302030/images/headshots/967ac6e1_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74103de.png,MF,CM,0.169,635051,45209002,6.115837892,14.57097731,2,1,2,,,,,,,,,,0,,5,0,,0,0,,,,,,,,,,,,,,6,3,124,64
Sammie Szmodics,https://fbref.com/req/202302030/images/headshots/39944392_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74104de.png,MF,CAM,0.743,1587628,45209002,12.77019993,24.62639647,2,2,10.9,,,,,,,,,,8,,18,4,,9,0.5,,,,,,,,,,,,,,4,3,89,28
Kalvin Phillips,https://fbref.com/req/202302030/images/headshots/4f565d77_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74105de.png,MF,CDM,2.809,10306004,45209002,9.923403932,46.30839771,2,3,13.5,,35,,19,79.3,,,,,,68,49,5,19,,,,,,,,,,,,,,,,5,2,107,27
Sam Morsy,https://fbref.com/req/202302030/images/headshots/a23c0949_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74106de.png,MF,CDM,3.931,1905153,45209002,15.79133747,73.69160229,2,3,24.9,,27,,26,86.6,,,,,,127,100,16,32,,,,,,,,,,,,,,,,3,1,63,20
Axel Tuanzebe,https://fbref.com/req/202302030/images/headshots/2baec6ce_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74107de.png,DF,CB,0.668,2540205,45209002,10.82934944,13.85324342,3,1,15.1,42.9,13,48,21,83,,,,,,,,,,,,,,,,,,,,,,,,,10,6,161,94
Ben Godfrey,https://fbref.com/req/202302030/images/headshots/9f7c837d_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74108de.png,DF,CB,3.82,5153002,45209002,31.88911715,40.79355872,3,1,1.2,100,1,1,2,83.6,,,,,,,,,,,,,,,,,,,,,,,,,2,1,13,7
Cameron Burgess,https://fbref.com/req/202302030/images/headshots/da61ca98_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74109de.png,DF,CB,0.777,508041,45209002,11.55762186,14.78487234,3,1,13.5,66.7,16,96,11,80.6,,,,,,,,,,,,,,,,,,,,,,,,,9,5,151,87
Dara O'Shea,https://fbref.com/req/202302030/images/headshots/1d042188_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74110de.png,DF,CB,1.353,2222679,45209002,15.40610733,19.70797564,3,1,28.7,57.7,56,183,31,77.5,,,,,,,,,,,,,,,,,,,,,,,,,4,2,96,51
Jacob Greaves,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74111de.png,DF,CB,0.853,1587628,45209002,12.06540814,15.43444847,3,1,18.5,60,27,104,17,87.4,,,,,,,,,,,,,,,,,,,,,,,,,6,3,143,82
Luke Woolfenden,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74112de.png,DF,CB,0.852,476288,45209002,12.05872674,15.42590142,3,1,11.2,57.7,17,60,18,87.9,,,,,,,,,,,,,,,,,,,,,,,,,7,4,144,83
Conor Townsend,https://fbref.com/req/202302030/images/headshots/4dc4f138_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74113de.png,DF,LB,0.684,952577,45209002,12.04508492,31.52048008,3,2,3.7,,,,,,12,2,11,2,,,,,,,,,,,,,,,,,,,,,8,2,145,27
Leif Davis,https://fbref.com/req/202302030/images/headshots/8574c61f_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74114de.png,DF,LB,2.346,1587628,45209002,33.81113892,88.47951992,3,2,28.1,,,,,,148,47,45,27,,,,,,,,,,,,,,,,,,,,,1,1,11,4
Ben Johnson,https://fbref.com/req/202302030/images/headshots/9319781b_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74115de.png,DF,RB,0.996,1905153,45209002,16.13113115,67.17121637,3,3,13.6,,,,,,34,15,34,11,,,,,,,,,,,,,,,,,,,,,3,1,87,23
Harry Clarke,0,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74116de.png,DF,RB,0.733,635051,45209002,12.68680372,52.82878363,3,3,4.2,,,,,,5,5,5,7,,,,,,,,,,,,,,,,,,,,,5,2,135,33
Arijanet Muric,https://fbref.com/req/202302030/images/headshots/99aa1a84_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74117de.png,GK,GK,1.508,2222679,45209002,9.389447771,102.4155733,4,0,18,,,,,,,,,,,,,,,,,,,,,,,,,1,29.6,-1.6,76,70,2,2,38,38
Alex Palmer,https://fbref.com/req/202302030/images/headshots/6ea97fd5_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74118de.png,GK,GK,1.316,824480,45209002,8.325768973,90.8134774,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,0,38.1,1.2,41,63.3,3,3,42,42
Christian Walton,https://fbref.com/req/202302030/images/headshots/c666574f_2022.jpg,Ipswich Town,https://cdn.ssref.net/req/202505011/tlogo/fb/b74119de.png,GK,GK,2.573,1270102,45209002,15.2895411,166.7709493,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,1,45.5,-1,38,57.6,1,1,19,19
Jamie Vardy,https://fbref.com/req/202302030/images/headshots/45963054_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b3.png,FW,ST,2.501,8890716,86433015,55.67831571,95.86766137,1,1,26.9,,,,,,,,,,11,,,,,,,3,7,104,9.4,-2.4,,,,,,,,,1,1,1,1
Patson Daka,https://fbref.com/req/202302030/images/headshots/ca45605e_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b4.png,FW,ST,0.658,4762884,86433015,14.01565397,24.13233863,1,1,6.9,,,,,,,,,,6,,,,,,,0,1,33,1.3,-0.3,,,,,,,,,3,2,83,33
Stephy Mavididi,https://fbref.com/req/202302030/images/headshots/30144daa_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b5.png,FW,LW,1.808,635051,86433015,40.01243151,120,1,2,17,,,,,,,,,,39,,,,,,,1,4,134,1.8,2.2,,,,,,,,,2,1,6,1
Harry Winks,https://fbref.com/req/202302030/images/headshots/2f7acede_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b6.png,MF,CM,1.26,5715460,86433015,18.76376295,120,2,1,17.1,,,,,,,,,,13,,101,17,,39,1.5,,,,,,,,,,,,,,3,1,50,19
Bilal El Khannouss,https://fbref.com/req/202302030/images/headshots/f7042636_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b7.png,MF,CAM,1.932,2222679,86433015,26.55423559,66.02436457,2,2,19.4,,,,,,,,,,37,,110,29,,55,2.2,,,,,,,,,,,,,,1,1,22,8
Facundo Buonanotte,https://fbref.com/req/202302030/images/headshots/468a7a91_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b8.png,MF,CAM,1.514,1587628,86433015,21.70837612,53.97563543,2,2,15.5,,,,,,,,,,26,,49,23,,46,2.2,,,,,,,,,,,,,,2,2,41,16
Boubakary Soumaré,https://fbref.com/req/202302030/images/headshots/ae59b359_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b9.png,MF,CDM,2.236,5080409,86433015,6.926678516,26.58290636,2,3,20.2,,15,,24,86.9,,,,,,126,93,11,17,,,,,,,,,,,,,,,,6,3,120,35
Hamza Choudhury,https://fbref.com/req/202302030/images/headshots/7d2d3329_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b10.png,MF,CDM,3.269,3175256,86433015,12.32915208,47.31628509,2,3,1.5,,4,,5,85.7,,,,,,2,3,2,1,,,,,,,,,,,,,,,,4,1,94,26
Oliver Skipp,https://fbref.com/req/202302030/images/headshots/6250083a_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b11.png,MF,CDM,1.441,3175256,86433015,2.768918123,10.62643387,2,3,9.5,,14,,8,84.2,,,,,,35,25,9,4,,,,,,,,,,,,,,,,7,4,126,38
Wilfred Ndidi,https://fbref.com/req/202302030/images/headshots/6b47c5db_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b12.png,MF,CDM,2.679,4762884,86433015,9.243518584,35.47437468,2,3,20.9,,41,,23,79.3,,,,,,107,58,14,39,,,,,,,,,,,,,,,,5,2,112,30
Caleb Okoli,https://fbref.com/req/202302030/images/headshots/8ec109e6_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b13.png,DF,CB,1.228,1587628,86433015,14.57093254,29.89718144,3,1,12.5,52.3,24,79,15,86.4,,,,,,,,,,,,,,,,,,,,,,,,,6,2,102,55
Conor Coady,https://fbref.com/req/202302030/images/headshots/2928dca2_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b14.png,DF,CB,1.008,4762884,86433015,13.10102489,26.88117025,3,1,13,44.4,23,46,11,90.7,,,,,,,,,,,,,,,,,,,,,,,,,8,4,125,70
Jannik Vestergaard,https://fbref.com/req/202302030/images/headshots/1900032e_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b15.png,DF,CB,1.135,3810307,86433015,13.94956249,28.62223125,3,1,15.5,57.8,21,74,16,90.7,,,,,,,,,,,,,,,,,,,,,,,,,7,3,111,61
Wout Faes,https://fbref.com/req/202302030/images/headshots/9c221d14_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b16.png,DF,CB,1.571,3175256,86433015,16.86265218,34.59941706,3,1,25.3,57.1,42,146,25,86.9,,,,,,,,,,,,,,,,,,,,,,,,,4,1,75,36
James Justin,https://fbref.com/req/202302030/images/headshots/fb614c44_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b17.png,DF,LB,2.756,1905153,86433015,39.18062275,85.95976226,3,2,28.1,,,,,,52,36,47,25,,,,,,,,,,,,,,,,,,,,,1,1,9,2
Luke Thomas,https://fbref.com/req/202302030/images/headshots/fc027d02_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b18.png,DF,LB,0.949,952577,86433015,15.51560496,34.04023774,3,2,6.7,,,,,,17,2,19,2,,,,,,,,,,,,,,,,,,,,,5,2,94,21
Ricardo Pereira,https://fbref.com/req/202302030/images/headshots/75a72a99_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b19.png,DF,RB,1.165,5080409,86433015,18.3444062,47.44941203,3,3,2.4,,,,,,3,3,6,3,,,,,,,,,,,,,,,,,,,,,3,2,63,21
Woyo Coulibaly,0,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b20.png,DF,RB,1.906,1030600,86433015,28.04876602,72.55058797,3,3,1.2,,,,,,0,4,6,2,,,,,,,,,,,,,,,,,,,,,2,1,21,8
Mads Hermansen,https://fbref.com/req/202302030/images/headshots/c924b17d_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b21.png,GK,GK,2.18,635051,86433015,13.11232356,99.11719003,4,0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,1,39.9,3.1,108,64.1,2,2,26,26
Jakub Stolarczyk,https://fbref.com/req/202302030/images/headshots/a4a76b3d_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b22.png,GK,GK,1.85,635051,86433015,11.28412563,85.29768344,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,49.7,-1.1,48,58.6,3,3,35,35
Danny Ward,https://fbref.com/req/202302030/images/headshots/d3ce0e89_2022.jpg,Leicester City,https://cdn.ssref.net/req/202505011/tlogo/fb/a2d435b23.png,GK,GK,4.006,2540205,86433015,23.22835212,175.5851265,4,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,0,37,-3.2,10,40,1,1,7,7
Darwin Núñez,https://fbref.com/req/202302030/images/headshots/4d77b365_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd0ba.png,FW,ST,0.466,8890716,170186475,9.675322421,51.87878788,1,1,11.2,,,,,,,,,,16,,,,,,,2,5,67,5,0,,,,,,,,,5,2,110,42
Diogo Jota,https://fbref.com/req/202302030/images/headshots/178ae8f8_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd1ba.png,FW,ST,0.6,8890716,170186475,12.70451215,68.12121212,1,1,11.6,,,,,,,,,,21,,,,,,,3,6,83,6.8,-0.8,,,,,,,,,4,1,96,37
Cody Gakpo,https://fbref.com/req/202302030/images/headshots/1971591f_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd2ba.png,FW,LW,0.694,7620614,170186475,14.82946614,48.98568762,1,2,16.7,,,,,,,,,,27,,,,,,,3,8,219,6,2,,,,,,,,,3,2,81,27
Luis Díaz,https://fbref.com/req/202302030/images/headshots/4a1a9578_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd3ba.png,FW,LW,0.989,3492781,170186475,21.49820472,71.01431238,1,2,22.9,,,,,,,,,,48,,,,,,,5,11,259,9.1,1.9,,,,,,,,,2,1,46,16
Federico Chiesa,https://fbref.com/req/202302030/images/headshots/b0f7e36c_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd4ba.png,FW,RW,0.25,9525767,170186475,4.792449423,10.79796265,1,3,0.4,,,,,,,,,,0,,,,,,,0,0,6,0.2,-0.2,,,,,,,,,6,2,130,30
Mohamed Salah,https://fbref.com/req/202302030/images/headshots/e342ad68_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd5ba.png,FW,RW,2.182,22226790,170186475,48.46703568,109.2020374,1,3,31.5,,,,,,,,,,54,,,,,,,18,27,398,22.6,4.4,,,,,,,,,1,1,3,2
Alexis Mac Allister,https://fbref.com/req/202302030/images/headshots/83d074ff_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd6ba.png,MF,CM,1.998,9525767,170186475,27.31937129,79.38746902,2,1,26.5,,,,,,,,,,38,,158,38,,108,4.7,,,,,,,,,,,,,,1,1,17,6
Curtis Jones,https://fbref.com/req/202302030/images/headshots/4fb9c88f_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd7ba.png,MF,CM,0.847,952577,170186475,13.97586832,40.61253098,2,1,15.7,,,,,,,,,,14,,83,19,,40,1.4,,,,,,,,,,,,,,5,2,72,33
Dominik Szoboszlai,https://fbref.com/req/202302030/images/headshots/934e1968_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd8ba.png,MF,CAM,1.826,7620614,170186475,25.32538127,120,2,2,23.6,,,,,,,,,,44,,106,41,,95,4.3,,,,,,,,,,,,,,3,1,28,11
Ryan Gravenberch,https://fbref.com/req/202302030/images/headshots/b8e740fb_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd9ba.png,MF,CDM,5.875,9525767,170186475,25.95823835,62.17979498,2,3,30.5,,32,,54,89,,,,,,171,153,24,30,,,,,,,,,,,,,,,,2,1,25,10
Wataru Endo,https://fbref.com/req/202302030/images/headshots/c149016b_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd10ba.png,MF,CDM,5.527,3175256,170186475,24.13823758,57.82020502,2,3,1.7,,3,,3,93.1,,,,,,7,9,1,6,,,,,,,,,,,,,,,,4,2,33,13
Ibrahima Konaté,https://fbref.com/req/202302030/images/headshots/5ed9b537_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd11ba.png,DF,CB,1.349,4445358,170186475,15.37938174,26.30080437,3,1,23.8,70.5,27,109,11,90.4,,,,,,,,,,,,,,,,,,,,,,,,,6,4,97,52
Jarell Quansah,https://fbref.com/req/202302030/images/headshots/4125cb98_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd12ba.png,DF,CB,1.746,1905153,170186475,18.0318969,30.83696086,3,1,3.5,38.5,5,15,5,90.4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,67,29
Joe Gomez,https://fbref.com/req/202302030/images/headshots/7a11550b_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd13ba.png,DF,CB,1.512,5397935,170186475,16.46844968,28.16325653,3,1,5.8,69.2,9,20,7,88.7,,,,,,,,,,,,,,,,,,,,,,,,,5,3,81,41
Virgil van Dijk,https://fbref.com/req/202302030/images/headshots/e06683ca_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd14ba.png,DF,CB,2.084,13971125,170186475,20.29020955,34.69897823,3,1,32,70.3,22,165,51,91.7,,,,,,,,,,,,,,,,,,,,,,,,,3,1,48,18
Andrew Robertson,https://fbref.com/req/202302030/images/headshots/2e4f5f03_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd15ba.png,DF,LB,1.449,10160818,170186475,22.06375598,75.64848303,3,2,24.6,,,,,,131,57,38,48,,,,,,,,,,,,,,,,,,,,,2,1,40,10
Kostas Tsimikas,https://fbref.com/req/202302030/images/headshots/f315ca93_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd16ba.png,DF,LB,0.752,4762884,170186475,12.93563346,44.35151697,3,2,6.4,,,,,,42,13,24,5,,,,,,,,,,,,,,,,,,,,,8,2,128,25
Conor Bradley,https://fbref.com/req/202302030/images/headshots/bbd67769_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd17ba.png,DF,RB,0.766,635051,170186475,13.11898168,44.18651832,3,3,5.1,,,,,,5,21,11,13,,,,,,,,,,,,,,,,,,,,,7,2,123,31
Trent Alexander-Arnold,https://fbref.com/req/202302030/images/headshots/cd1acf9d_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd18ba.png,DF,RB,1.483,11430921,170186475,22.50903025,75.81348168,3,3,23.8,,,,,,140,48,67,35,,,,,,,,,,,,,,,,,,,,,1,1,37,16
Alisson,https://fbref.com/req/202302030/images/headshots/7a2e46a8_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd19ba.png,GK,GK,1.544,9525767,170186475,9.588887545,46.27748987,4,0,21.9,,,,,,,,,,,,,,,,,,,,,,,,,8,21,0.3,54,72.1,2,2,37,37
Vitezslav Jaros,https://fbref.com/req/202302030/images/headshots/12bb4d6a_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd20ba.png,GK,GK,118.402,444536,170186475,56.43507458,272.3646075,4,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1,85.7,0,5,100,1,1,1,1
Caoimhín Kelleher,https://fbref.com/req/202302030/images/headshots/62d7ef38_2022.jpg,Liverpool,https://cdn.ssref.net/req/202505011/tlogo/fb/822bd21ba.png,GK,GK,1.36,635051,170186475,8.569528698,41.35790264,4,0,10,,,,,,,,,,,,,,,,,,,,,,,,,4,28.6,-0.4,29,67.6,3,3,40,40
Erling Haaland,https://fbref.com/req/202302030/images/headshots/1f44ac21_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd03ef.png,FW,ST,1.687,23814418,266719370,37.27711839,120,1,1,27.6,,,,,,,,,,14,,,,,,,3,21,103,20.8,0.2,,,,,,,,,1,1,10,5
Omar Marmoush,https://fbref.com/req/202302030/images/headshots/0e0102eb_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd04ef.png,FW,LW,0.648,20268474,266719370,13.78959504,39.93453355,1,2,9.2,,,,,,,,,,13,,,,,,,0,6,61,4.4,1.6,,,,,,,,,4,2,87,29
Sávio,https://fbref.com/req/202302030/images/headshots/fe6e7156_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd05ef.png,FW,LW,1.261,2540205,266719370,27.64700776,80.06546645,1,2,19.3,,,,,,,,,,44,,,,,,,8,1,239,4.9,-3.9,,,,,,,,,2,1,29,8
Jeremy Doku,https://fbref.com/req/202302030/images/headshots/fffea3e5_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd06ef.png,FW,RW,1.25,3175256,266719370,27.39834293,111.9630485,1,3,14.3,,,,,,,,,,80,,,,,,,4,3,231,1,2,,,,,,,,,3,1,32,7
Nicolás González,https://fbref.com/req/202302030/images/headshots/2c56a792_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd07ef.png,FW,RW,0.125,4122401,266719370,1.966712735,8.036951501,1,3,7.2,,,,,,,,,,9,,,,,,,0,0,10,0.3,-0.3,,,,,,,,,5,2,135,32
Bernardo Silva,https://fbref.com/req/202302030/images/headshots/3eb22ec9_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd08ef.png,MF,CM,0.838,19051534,266719370,13.87153163,33.07519414,2,1,24.7,,,,,,,,,,56,,105,42,,78,3.6,,,,,,,,,,,,,,3,1,73,34
Mateo Kovačić,https://fbref.com/req/202302030/images/headshots/79c0821a_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd09ef.png,MF,CM,0.78,9525767,266719370,13.19913965,31.47194686,2,1,20.8,,,,,,,,,,66,,136,28,,58,2.9,,,,,,,,,,,,,,6,3,84,41
Matheus Nunes,https://fbref.com/req/202302030/images/headshots/e6af02e0_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd10ef.png,MF,CM,0.494,8255665,266719370,9.883551591,23.56627923,2,1,14.6,,,,,,,,,,24,,63,21,,36,3,,,,,,,,,,,,,,7,4,108,57
İlkay Gündoğan,https://fbref.com/req/202302030/images/headshots/819b3158_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd11ef.png,MF,CM,0.795,14606176,266719370,13.37303412,31.88657978,2,1,20.9,,,,,,,,,,52,,113,36,,72,3.7,,,,,,,,,,,,,,5,2,83,40
Kevin De Bruyne,https://fbref.com/req/202302030/images/headshots/e46012d4_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd12ef.png,MF,CAM,0.976,25402046,266719370,15.47136083,64.03023529,2,2,15.2,,,,,,,,,,42,,124,45,,93,5.2,,,,,,,,,,,,,,2,1,64,21
Phil Foden,https://fbref.com/req/202302030/images/headshots/ed1e53f3_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd13ef.png,MF,CAM,0.808,14288651,266719370,13.52374267,55.96976471,2,2,18.7,,,,,,,,,,30,,95,42,,84,5.1,,,,,,,,,,,,,,4,2,80,24
Rodri,https://fbref.com/req/202302030/images/headshots/6434f10d_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd14ef.png,MF,CDM,100.103,13971125,266719370,45.79708986,120,2,3,0.7,,1,,1,93.4,,,,,,7,4,1,1,,,,,,,,,,,,,,,,1,1,2,1
Abdukodir Khusanov,https://fbref.com/req/202302030/images/headshots/d17ce930_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd15ef.png,DF,CB,0.966,1374134,266719370,12.82040616,15.91199944,3,1,5.6,60,5,29,3,91.1,,,,,,,,,,,,,,,,,,,,,,,,,5,3,131,75
Jahmai Simpson-Pusey,https://fbref.com/req/202302030/images/headshots/383b10fd_2022.jpg,Manchester City,https://cdn.ssref.net/req/202505011/tlogo/fb/b8fd16ef.png,DF,CB,2.133,412240,266719370,20.61759807,25.58945521,3,1,1.1,25,1,2,0,93,,,,,,,,,,,,,,,,,,,,,,,,,3,1,44,15
